"State Imports by HS Commodities"
"Current date: 05/19/2016 10:15 PM (Eastern Daylight Time)"
"Measures: Total Value ($US)"
"State: Oregon"
"Commodity","Country","Time","Total Value ($US)",
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","Egypt","2015","489,985"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","France","2015","125,773"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","Germany","2015","176,936"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","Greece","2015","589,730"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","Guatemala","2015","263,658"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","India","2015","264,967"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","Italy","2015","170,019"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","Malaysia","2015","5,854"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","Mexico","2015","15,918,034"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","Morocco","2015","918,592"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","Netherlands","2015","4,092"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","New Zealand","2015","31,725"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","Peru","2015","3,636,140"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","Philippines","2015","4,727,038"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","Poland","2015","227,699"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","Serbia","2015","816,122"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","South Africa","2015","4,939,705"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","Spain","2015","1,983,198"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","Sri Lanka","2015","5,005,399"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","Thailand","2015","128,872"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","Tunisia","2015","33,075"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","Turkey","2015","2,028,627"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","United Arab Emirates","2015","37,690"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","United Kingdom","2015","2,210"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","Uruguay","2015","530,040"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","Vietnam","2015","140,642"
"09 Coffee, Tea, Mate & Spices","World Total","2015","29,380,161"
"09 Coffee, Tea, Mate & Spices","Argentina","2015","577,906"
"09 Coffee, Tea, Mate & Spices","Australia","2015","4,404"
"09 Coffee, Tea, Mate & Spices","Brazil","2015","2,186,643"
"09 Coffee, Tea, Mate & Spices","Burundi","2015","10,400"
"09 Coffee, Tea, Mate & Spices","Canada","2015","2,946,586"
"09 Coffee, Tea, Mate & Spices","China","2015","431,219"
"09 Coffee, Tea, Mate & Spices","Colombia","2015","4,067,307"
"09 Coffee, Tea, Mate & Spices","Costa Rica","2015","152,392"
"09 Coffee, Tea, Mate & Spices","Egypt","2015","37,890"
"09 Coffee, Tea, Mate & Spices","El Salvador","2015","64,350"
"09 Coffee, Tea, Mate & Spices","Ethiopia","2015","1,345,622"
"09 Coffee, Tea, Mate & Spices","France","2015","206,634"
"09 Coffee, Tea, Mate & Spices","Germany","2015","1,268,185"
"09 Coffee, Tea, Mate & Spices","Guatemala","2015","2,586,224"
"09 Coffee, Tea, Mate & Spices","Honduras","2015","500,315"
"09 Coffee, Tea, Mate & Spices","Hungary","2015","2,500"
"09 Coffee, Tea, Mate & Spices","India","2015","997,411"
"09 Coffee, Tea, Mate & Spices","Indonesia","2015","1,642,146"
"09 Coffee, Tea, Mate & Spices","Israel","2015","16,225"
"09 Coffee, Tea, Mate & Spices","Japan","2015","124,652"
"09 Coffee, Tea, Mate & Spices","Kenya","2015","43,738"
"09 Coffee, Tea, Mate & Spices","Mexico","2015","3,838,078"
"09 Coffee, Tea, Mate & Spices","Nepal","2015","5,075"
"09 Coffee, Tea, Mate & Spices","Nicaragua","2015","1,175,006"
"09 Coffee, Tea, Mate & Spices","Papua New Guinea","2015","117,940"
"09 Coffee, Tea, Mate & Spices","Peru","2015","3,270,681"
"09 Coffee, Tea, Mate & Spices","Philippines","2015","2,610"
"09 Coffee, Tea, Mate & Spices","Russia","2015","35,845"
"09 Coffee, Tea, Mate & Spices","South Africa","2015","19,360"
"09 Coffee, Tea, Mate & Spices","Spain","2015","29,006"
"09 Coffee, Tea, Mate & Spices","Sri Lanka","2015","268,694"
"09 Coffee, Tea, Mate & Spices","Taiwan","2015","17,466"
"09 Coffee, Tea, Mate & Spices","Tanzania","2015","110,347"
"09 Coffee, Tea, Mate & Spices","Thailand","2015","17,605"
"09 Coffee, Tea, Mate & Spices","Uganda","2015","113,673"
"09 Coffee, Tea, Mate & Spices","Vietnam","2015","1,146,026"
"10 Cereals","World Total","2015","42,113,062"
"10 Cereals","Argentina","2015","1,852,872"
"10 Cereals","Bolivia","2015","220,873"
"10 Cereals","Brazil","2015","22,800"
"10 Cereals","Canada","2015","36,236,039"
"10 Cereals","Chile","2015","2,109"
"10 Cereals","China","2015","59,212"
"10 Cereals","India","2015","166,014"
"10 Cereals","Japan","2015","13,318"
"10 Cereals","Pakistan","2015","86,130"
"10 Cereals","Peru","2015","546,670"
"10 Cereals","Romania","2015","908,941"
"10 Cereals","Russia","2015","52,288"
"10 Cereals","South Africa","2015","180,634"
"10 Cereals","Spain","2015","82,937"
"10 Cereals","Thailand","2015","1,538,617"
"10 Cereals","Ukraine","2015","28,117"
"10 Cereals","Uruguay","2015","72,171"
"10 Cereals","Vietnam","2015","43,320"
"11 Milling Products; Malt; Starch; Inulin; Wht Gluten","World Total","2015","32,842,458"
"11 Milling Products; Malt; Starch; Inulin; Wht Gluten","Bolivia","2015","13,921"
"11 Milling Products; Malt; Starch; Inulin; Wht Gluten","Canada","2015","31,006,810"
"11 Milling Products; Malt; Starch; Inulin; Wht Gluten","China","2015","137,399"
"11 Milling Products; Malt; Starch; Inulin; Wht Gluten","France","2015","3,009"
"11 Milling Products; Malt; Starch; Inulin; Wht Gluten","India","2015","60,098"
"11 Milling Products; Malt; Starch; Inulin; Wht Gluten","Lithuania","2015","73,934"
"11 Milling Products; Malt; Starch; Inulin; Wht Gluten","Mexico","2015","25,602"
"11 Milling Products; Malt; Starch; Inulin; Wht Gluten","Peru","2015","16,250"
"11 Milling Products; Malt; Starch; Inulin; Wht Gluten","Philippines","2015","16,800"
"11 Milling Products; Malt; Starch; Inulin; Wht Gluten","Russia","2015","8,347"
"11 Milling Products; Malt; Starch; Inulin; Wht Gluten","Singapore","2015","196,995"
"11 Milling Products; Malt; Starch; Inulin; Wht Gluten","Sweden","2015","2,298"
"11 Milling Products; Malt; Starch; Inulin; Wht Gluten","Switzerland","2015","2,115"
"11 Milling Products; Malt; Starch; Inulin; Wht Gluten","Thailand","2015","1,267,097"
"11 Milling Products; Malt; Starch; Inulin; Wht Gluten","United Kingdom","2015","11,783"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","World Total","2015","57,283,193"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Argentina","2015","318,931"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Australia","2015","904,245"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Austria","2015","5,712"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Belgium","2015","11,746"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Bolivia","2015","280,519"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Bulgaria","2015","33,974"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Canada","2015","18,944,044"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Chile","2015","181,634"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","China","2015","5,342,706"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Czech Republic","2015","30,025"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Denmark","2015","5,215,339"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Egypt","2015","542,453"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Fiji","2015","4,360"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","France","2015","831,348"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Georgia","2015","4,037"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Germany","2015","1,427,879"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Guatemala","2015","86,400"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Hong Kong","2015","49,605"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","India","2015","7,439,077"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Israel","2015","26,691"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Italy","2015","291,148"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Japan","2015","69,626"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Kazakhstan","2015","332,880"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Korea, South","2015","19,347"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Mexico","2015","2,325,235"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Netherlands","2015","636,345"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","New Zealand","2015","6,047,697"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Pakistan","2015","3,300"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Papua New Guinea","2015","2,973"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Paraguay","2015","12,726"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Peru","2015","1,063,627"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Philippines","2015","5,043"
"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Poland","2015","6,181"
